comments,duration,event,film_date,languages,main_speaker,name,num_speaker,published_date,speaker_occupation,title,views
95,2128,TED2002,1012608000,19,Bill Strickland,"Bill Strickland: Rebuilding a neighborhood with beauty, dignity, hope",1,1200870300,Social innovator,"Rebuilding a neighborhood with beauty, dignity, hope",611092
205,1148,TED2007,1172880000,26,Bernie Dunlap,Bernie Dunlap: The life-long learner,1,1201059900,College president,The life-long learner,1854024
51,255,TED2007,1172880000,30,David Pogue,David Pogue: The music wars,1,1201139100,Technology columnist,The music wars,594523
34,1056,TEDGlobal 2005,1120694400,22,Alison Jackson,Alison Jackson: An unusual glimpse at celebrity,1,1201484160,Artist,An unusual glimpse at celebrity,670863
117,775,TED2002,1012608000,26,Chris Anderson,Chris Anderson: TED's nonprofit transition,1,1201658220,TED Curator,TED's nonprofit transition,324266
78,819,TED2007,1172880000,23,Robin Chase,Robin Chase: The idea behind Zipcar (and what comes next),1,1201749780,Transport networker,The idea behind Zipcar (and what comes next),434005
63,943,TED2007,1172880000,25,Jaime Lerner,Jaime Lerner: A song of the city,1,1202089320,City evangelist,A song of the city,596961
30,1295,TED2002,1012608000,17,David Macaulay,David Macaulay: An illustrated journey through Rome,1,1202263020,Illustrator,An illustrated journey through Rome,700273
165,1045,TED2007,1172880000,25,Michael Pollan,Michael Pollan: A plant's-eye view,1,1202346240,Environmental writer,A plant's-eye view,1359400
60,1171,TED2005,1107302400,24,Howard Rheingold,Howard Rheingold: The new power of collaboration,1,1202697540,Digital community builder,The new power of collaboration,931001
105,1151,TED2002,1012608000,24,Pamelia Kurstin,Pamelia Kurstin: The untouchable music of the theremin,1,1202870400,Theremin player,The untouchable music of the theremin,1687185
53,518,TED2002,1012608000,24,George Dyson,George Dyson: The story of Project Orion,1,1202966580,Historian of science,The story of Project Orion,785872
29,1066,TED2002,1015113600,20,Moshe Safdie,Moshe Safdie: Building uniqueness,1,1203294120,Architect,Building uniqueness,545664
46,374,TED2007,1172880000,23,Jill Sobule + Julia Sweeney,Jill Sobule + Julia Sweeney: The Jill and Julia Show,2,1203469380,Singer/songwriter,The Jill and Julia Show,487972
84,927,TED2002,1012608000,20,Raspyni Brothers,Raspyni Brothers: Juggle and jest,1,1203642960,Jugglers,Juggle and jest,807628
43,326,TEDGlobal 2007,1181088000,29,Joseph Lekuton,Joseph Lekuton: A parable for Kenya,1,1203901200,Kenyan MP,A parable for Kenya,200726
26,202,TED2007,1172880000,32,Steve Jurvetson,Steve Jurvetson: Model rocketry,1,1204115160,Venture capitalist,Model rocketry,412154
70,402,TED2008,1204070400,26,Roy Gould + Curtis Wong,Roy Gould + Curtis Wong: A preview of the WorldWide Telescope,2,1204153200,Researcher,A preview of the WorldWide Telescope,1034064
61,1237,TED2007,1172880000,29,Alan Kay,Alan Kay: A powerful idea about ideas,1,1204625340,Educator and computing pioneer,A powerful idea about ideas,777609
137,954,TED2008,1204156800,24,Craig Venter,Craig Venter: On the verge of creating synthetic life,1,1204767480,"Biologist, genetics pioneer",On the verge of creating synthetic life,1004893
64,1523,TED1984,444528000,18,Nicholas Negroponte,"Nicholas Negroponte: 5 predictions, from 1984",1,1205198760,Tech visionary,"5 predictions, from 1984",974087
2877,1099,TED2008,1204070400,49,Jill Bolte Taylor,Jill Bolte Taylor: My stroke of insight,1,1205284200,Neuroanatomist,My stroke of insight,21190883
9,2678,TED1990,636422400,19,Frank Gehry,Frank Gehry: My days as a young rebel,1,1205372280,Architect,My days as a young rebel,620806
231,1535,TED2008,1204156800,32,Dave Eggers,Dave Eggers: My wish: Once Upon a School,1,1205805540,"Author, publisher, education activist",My wish: Once Upon a School,1357888
456,1288,TED2008,1204156800,30,Karen Armstrong,Karen Armstrong: My wish: The Charter for Compassion,1,1205888400,Religious scholar,My wish: The Charter for Compassion,1277619
69,1490,TED2008,1204156800,22,Neil Turok,Neil Turok: My wish: Find the next Einstein in Africa,1,1205972760,"Physicist, education activist",My wish: Find the next Einstein in Africa,473165
67,1917,DLD 2007,1167609600,23,Norman Foster,Norman Foster: My green agenda for architecture,1,1206322560,Architect,My green agenda for architecture,763815
156,242,TED2008,1204243200,38,Christopher deCharms,Christopher deCharms: A look inside the brain in real time,1,1206377160,Brain researcher,A look inside the brain in real time,1485761
251,1077,TED2006,1141084800,27,Clifford Stoll,Clifford Stoll: The call to learn,1,1206493200,"Astronomer, educator, skeptic",The call to learn,2283491
67,419,TEDGlobal 2007,1181088000,0,Rokia Traore,"Rokia Traore: ""M'Bifo""",1,1206580680,Singer-songwriter,"""M'Bifo""",294936
82,264,TED2008,1204243200,40,Siegfried Woldhek,Siegfried Woldhek: The search for the true face of Leonardo,1,1207016040,Illustrator,The search for the true face of Leonardo,1224127
39,230,TED2007,1172880000,36,David Hoffman,David Hoffman: Sputnik mania,1,1207098000,Filmmaker,Sputnik mania,311741
68,240,TED2007,1172880000,34,Jakob Trollback,Jakob Trollback: A new kind of music video,1,1207185240,Designer,A new kind of music video,480377
551,612,TED2008,1204070400,39,Stephen Hawking,Stephen Hawking: Questioning the universe,1,1207272660,Theoretical physicist,Questioning the universe,8655723
664,1674,TED2008,1204502400,44,Al Gore,Al Gore: New thinking on the climate crisis,1,1207618020,Climate advocate,New thinking on the climate crisis,1751426
258,340,TED2008,1204156800,36,Johnny Lee,Johnny Lee: Free or cheap Wii Remote hacks,1,1207872300,Human-computer interaction researcher,Free or cheap Wii Remote hacks,5483940
87,1241,TED2008,1204502400,21,Tod Machover + Dan Ellsey,Tod Machover + Dan Ellsey: Inventing instruments that unlock new music,2,1208229900,"Composer, inventor",Inventing instruments that unlock new music,497153
92,1072,TEDGlobal 2005,1120694400,24,Yochai Benkler,Yochai Benkler: The new open-source economics,1,1208309400,Legal expert,The new open-source economics,753974
51,1003,TEDGlobal 2007,1181088000,19,Ernest Madu,Ernest Madu: World-class health care,1,1208395500,Cardiologist,World-class health care,371754
145,1372,TED2008,1201910400,34,Amy Tan,Amy Tan: Where does creativity hide?,1,1208839080,Novelist,Where does creativity hide?,2477746
534,1146,TED2005,1107302400,35,Brian Greene,Brian Greene: Making sense of string theory,1,1208908200,Physicist,Making sense of string theory,4119616
292,899,TED2008,1204502400,37,Brian Cox,Brian Cox: CERN's supercollider,1,1209433620,Physicist ,CERN's supercollider,3074172
39,1041,TED2007,1172880000,17,They Might Be Giants,They Might Be Giants: Wake up! It's They Might Be Giants!,1,1209513000,Band,Wake up! It's They Might Be Giants!,362609
32,1197,TEDGlobal 2007,1181088000,18,Hector Ruiz,Hector Ruiz: The thinking behind 50x15,1,1209618000,CEO,The thinking behind 50x15,315244
356,1064,TED2008,1204502400,28,Paul Stamets,Paul Stamets: 6 ways mushrooms can save the world,1,1210046400,Mycologist,6 ways mushrooms can save the world,4060628
69,1071,TED2007,1172880000,18,Paul Ewald,Paul Ewald: Can we domesticate germs?,1,1210122000,Evolutionary biologist,Can we domesticate germs?,442623
82,2222,TED2002,1015113600,18,Michael Moschen,Michael Moschen: Juggling as art ... and science,1,1210219200,Juggler,Juggling as art ... and science,944836
303,606,TED2008,1204502400,33,Joshua Klein,Joshua Klein: A thought experiment on the intelligence of crows,1,1210663620,Hacker,A thought experiment on the intelligence of crows,2398373
211,269,TED2008,1204502400,49,Alisa Miller,Alisa Miller: How the news distorts our worldview,1,1210728900,"CEO, Public Radio International (PRI)",How the news distorts our worldview,1888717
537,1208,EG 2007,1197417600,30,Mark Bittman,Mark Bittman: What's wrong with what we eat,1,1210822980,Food writer,What's wrong with what we eat,3830672
111,1099,TED2008,1204243200,23,Robert Ballard,Robert Ballard: The astonishing hidden world of the deep ocean,1,1211256000,Oceanographer,The astonishing hidden world of the deep ocean,1281570
60,1063,TED2008,1204243200,27,Yves Behar,Yves Behar: Designing objects that tell stories,1,1211338380,Designer,Designing objects that tell stories,1109822
76,944,TED2002,1078272000,24,Arthur Ganson,Arthur Ganson: Moving sculpture,1,1211875620,Sculptor,Moving sculpture,672113
49,863,TEDGlobal 2007,1181088000,21,Seyi Oyesola,Seyi Oyesola: A hospital tour in Nigeria,1,1211902080,Doctor,A hospital tour in Nigeria,230569
139,1011,TED2008,1204502400,23,Paul Collier,"Paul Collier: The ""bottom billion""",1,1211986800,Economist,"The ""bottom billion""",990220
358,1168,TED2008,1204243200,23,Susan Blackmore,"Susan Blackmore: Memes and ""temes""",1,1212454800,Memeticist,"Memes and ""temes""",735638
57,1034,TED2007,1172880000,18,Nathan Myhrvold,"Nathan Myhrvold: Archeology, animal photography, BBQ ...",1,1212541200,Polymath,"Archeology, animal photography, BBQ ...",437132
43,386,TEDGlobal 2007,1181088000,0,Rokia Traore,"Rokia Traore: ""Kounandi""",1,1212627600,Singer-songwriter,"""Kounandi""",82488
174,1152,TED2008,1201910400,20,Wade Davis,Wade Davis: The worldwide web of belief and ritual,1,1213059600,"Anthropologist, ethnobotanist",The worldwide web of belief and ritual,984223
76,135,TED2007,1172880000,61,Murray Gell-Mann,Murray Gell-Mann: The ancestor of language,1,1213146000,Physicist,The ancestor of language,785293
85,1038,TED2003,1046649600,24,George Dyson,George Dyson: The birth of the computer,1,1213563480,Historian of science,The birth of the computer,838799
218,674,TED2008,1201910400,34,Chris Jordan,Chris Jordan: Turning powerful stats into art,1,1213563600,Artist,Turning powerful stats into art,1520108
102,192,TED2008,1204502400,52,Dean Ornish,Dean Ornish: Your genes are not your fate,1,1213578000,"Physician, author",Your genes are not your fate,1384333
83,1222,TED2002,1012608000,19,Robert Full,Robert Full: Robots inspired by cockroach ingenuity,1,1213837500,Biologist,Robots inspired by cockroach ingenuity,799797
131,211,TED2007,1170374400,51,Adam Grosser,Adam Grosser: A mobile fridge for vaccines,1,1214182800,Venture capitalist,A mobile fridge for vaccines,857181
119,1138,TEDGlobal 2005,1121126400,25,Steven Levitt,Steven Levitt: Surprising stats about child carseats,1,1214269200,Economist,Surprising stats about child carseats,749952
638,1243,TED2008,1201910400,45,Benjamin Zander,Benjamin Zander: The transformative power of classical music,1,1214355600,Conductor,The transformative power of classical music,9315483
43,1000,EG 2007,1197417600,18,Nicholas Negroponte,"Nicholas Negroponte: One Laptop per Child, two years on",1,1214442000,Tech visionary,"One Laptop per Child, two years on",398643
42,140,TED2008,1204243200,39,Nellie McKay,"Nellie McKay: ""Clonie""",1,1214528400,Singer/songwriter,"""Clonie""",680591
50,186,TED2008,1202774400,0,Sxip Shirey + Rachelle Garniez,"Sxip Shirey + Rachelle Garniez: A performance with breath, music, passion",2,1214787600,Musician,"A performance with breath, music, passion",217663
38,241,TED2008,1201910400,32,Peter Diamandis,Peter Diamandis: Stephen Hawking's zero g flight,1,1214823120,Space activist,Stephen Hawking's zero g flight,497899
197,1507,EG 2007,1197417600,25,Rick Smolan,Rick Smolan: The story of a girl,1,1214980200,Photographer,The story of a girl,1123955
49,559,TED2007,1172880000,25,Raul Midon,"Raul Midon: ""Peace on Earth""",1,1215046800,Guitarist,"""Peace on Earth""",327542
41,1098,TEDGlobal 2007,1181088000,20,Corneille Ewango,Corneille Ewango: A hero of the Congo forest,1,1215392400,Botanist and activist,A hero of the Congo forest,368974
43,1100,TED2003,1046649600,19,Torsten Reil,Torsten Reil: Animate characters by evolving them,1,1215478800,Animating neurobiologist,Animate characters by evolving them,325148
166,240,TED2008,1201910400,38,David Hoffman,David Hoffman: What happens when you lose everything,1,1215565200,Filmmaker,What happens when you lose everything,920941
64,1246,TEDGlobal 2005,1120176000,24,Clay Shirky,Clay Shirky: Institutions vs. collaboration,1,1215671400,Social Media Theorist,Institutions vs. collaboration,1097533
59,334,TED2008,1201910400,24,Nellie McKay,"Nellie McKay: ""Mother of Pearl,"" ""If I Had You""",1,1215756000,Singer/songwriter,"""Mother of Pearl,"" ""If I Had You""",1013879
87,1151,TED2003,1044144000,24,Freeman Dyson,Freeman Dyson: Let's look for life in the outer solar system,1,1216017420,Physicist,Let's look for life in the outer solar system,895199
229,956,TED2008,1201910400,33,Helen Fisher,Helen Fisher: The brain in love,1,1216083600,"Anthropologist, expert on love",The brain in love,4883112
791,1580,TED1998,886377600,27,Billy Graham,Billy Graham: On technology and faith,1,1216170000,Preacher,On technology and faith,1532675
583,1060,EG 2007,1196553600,39,AJ Jacobs,AJ Jacobs: My year of living biblically,1,1216256400,Author,My year of living biblically,2291701
669,1189,TED2004,1075680000,28,Keith Barry,Keith Barry: Brain magic,1,1216366800,Magician,Brain magic,13327101
224,1422,TED2004,1075680000,36,Martin Seligman,Martin Seligman: The new era of positive psychology,1,1216625280,Psychologist,The new era of positive psychology,4190393
15,153,TEDGlobal 2007,1181088000,43,Marisa Fick-Jordan,Marisa Fick-Jordan: The wonder of Zulu wire art,1,1216666500,"Craft artist, product designer",The wonder of Zulu wire art,294961
137,974,TED2008,1201910400,28,Chris Abani,Chris Abani: On humanity,1,1216688400,"Novelist, poet",On humanity,843859
70,936,TED2008,1201910400,23,Louise Leakey,Louise Leakey: A dig for humanity's origins,1,1216800180,Paleoanthropologist,A dig for humanity's origins,656400
79,1229,TED2007,1197417600,24,Jonathan Harris,Jonathan Harris: The web as art,1,1216879200,"Artist, storyteller, Internet anthropologist",The web as art,855052
36,921,TED2003,1044144000,18,Reed Kroloff,Reed Kroloff: A tour of modern architecture,1,1217226960,Architecture critic,A tour of modern architecture,282994
233,1174,EG 2007,1197417600,26,Kevin Kelly,"Kevin Kelly: The next 5,000 days of the web",1,1217253660,Digital visionary,"The next 5,000 days of the web",1358292
93,982,TEDGlobal 2007,1181088000,21,Kwabena Boahen,Kwabena Boahen: A computer that works like the brain,1,1217395680,Bioengineer,A computer that works like the brain,580298
66,953,TED2008,1201910400,29,Robert Lang,Robert Lang: The math and magic of origami,1,1217422980,Origamist,The math and magic of origami,2161846
16,178,TED2008,1201910400,38,Bruno Bowden + Rufus Cappadocia,Bruno Bowden + Rufus Cappadocia: Blindfold origami and cello,2,1217552400,Engineer and origamist,Blindfold origami and cello,375734
272,969,TED2008,1201910400,30,Patricia Burchat,Patricia Burchat: Shedding light on dark matter,1,1218996720,Particle physicist,Shedding light on dark matter,1410164
90,1253,TEDGlobal 2007,1181088000,22,Spencer Wells,Spencer Wells: A family tree for humanity,1,1219021200,Genographer,A family tree for humanity,665947
80,893,TED2008,1201910400,28,David Griffin,David Griffin: How photography connects us,1,1219107600,"Director of photography, National Geographic",How photography connects us,1056435
109,1868,TED2005,1107302400,21,Lennart Green,Lennart Green: Close-up card magic with a twist,1,1219194000,Close-up card magician,Close-up card magic with a twist,4204848
